"CNAMTS - CCAM version 23 applicable au 25/01/2010";;;;;;;;;
"Code";"c";"Texte";"Activité";"Phase";"Tarif
(en euro)";"Rembt. ss Cdtions";"Accord Préalable";"Exo. TM";"Regroupement"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.04.04";;"Assistance circulatoire peropératoire";;;;;;;
;;;;;;;;;
"EQCF002";;"Prolongation ou reprise d'assistance circulatoire par circulation extracorporelle au bloc opératoire à la fin d'une intervention cardiovasculaire, pendant plus d'une demiheure";1;0;;;;1;"ATM"
;;"anesthésie";4;0;;;;1;"ADA"
"DGLA001";;"Pose d'un dispositif de contrepulsion diastolique intraaortique, au cours d'une intervention par thoracotomie avec CEC";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"FELF001";;"Transfusion de concentré de globules rouges d'un volume supérieur à une demimasse sanguine, au cours d'une intervention sous anesthésie générale ou locorégionale";1;0;;;;1;"ATM"
;;"anesthésie";4;0;;;;1;"ADA"
"DELA002";;"Pose peropératoire d'électrode épicardique sans pose de générateur";1;0;;;;1;"ADC"
;;"Indication : indication probable d’une stimulation ultérieure avec impossibilité ou contre indication d’une stimulation par voie veineuse.";;;;;;;
;;"Formation : spécifique à cet acte en plus de la formation initiale";;;;;;;
;;"Environnement : spécifique";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
"AALF002";;"Perfusion peropératoire de protection du parenchyme encéphalique, au cours d'une intervention avec CEC";1;0;;;;1;"ATM"
;;"Avec ou sans : arrêt circulatoire";;;;;;;
;;"circulation extracorporelle [CEC]";5;0;;;;1;"ATM"
;;;;;;;;;
"18.02.04.05";;"Rétablissement peropératoire de la circulation";;;;;;;
;;;;;;;;;
"EAMA002";;"Réparation de plaie d'un sinus veineux de la dure-mère par suture ou angioplastie [patch], au cours d'une intervention intracrânienne";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"EAMA001";;"Reconstruction d'un sinus veineux de la dure-mère ou d'une artère intracrânienne par autogreffe, au cours d'une intervention intracrânienne";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"EDEA002";;"Réimplantation ou pontage de l'artère mésentérique inférieure, au cours d'une intervention sur l'aorte";1;0;261,25;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;114,95;;;1;"ADA"
"EDEA003";;"Réimplantation ou pontage de l'artère iliaque interne, au cours d'une intervention sur l'aorte";1;0;261,25;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;114,95;;;1;"ADA"
"EDAA003";;"Dilatation intraluminale de l'artère iliaque et/ou de l'artère fémorale, au cours d'une intervention restauratrice de l'aorte, de l'artère iliaque ou de l'artère fémorale";1;0;156,75;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;47,03;;;1;"ADA"
"EMMA001";;"Création d'une fistule artérioveineuse pour augmentation locale du débit, au cours d'un pontage artériel des membres inférieurs";1;0;104,50;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;28,80;;;1;"ADA"
"EPCA003";;"Suture complémentaire d'une veine de drainage sur un lambeau pédiculé";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"EZCA005";;"Pontage artériel ou veineux, au cours d'une réparation par lambeau libre";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"EZCA001";;"Pontages artériel et veineux, au cours d'une réparation par lambeau libre";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.04.06";;"Occlusion et résection peropératoires de vaisseau";;;;;;;
;;;;;;;;;
"ELCA002";;"Exclusion vasculaire totale, au cours d'une hépatectomie";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"EZSF001";;"Occlusion définitive peropératoire d'un tronc vasculaire par ballonnet ou embolisation";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"ELFA001";;"Résection du tronc de la veine porte, des vaisseaux mésentériques supérieurs et/ou de l'artère hépatique avec rétablissement de la continuité vasculaire, au cours d'une exérèse du foie ou du pancréas";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.04.07";;"Autres gestes complémentaires thérapeutiques sur l'appareil circulatoire";;;;;;;
;;;;;;;;;
"EZNF900";;"Irradiation intravasculaire, au décours d'une dilatation de vaisseau par voie vasculaire transcutanée";1;0;"Non pris en charge";;;2;"ATM"
"DZSA900";;"Suppression d'une anastomose palliative au cours d'une correction chirurgicale secondaire de cardiopathie congénitale, avec CEC";1;0;"Non pris en charge";;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.05";;"Gestes complémentaires sur les systèmes immunitaire et hématopoïétique";;;;;;;
;;;;;;;;;
"FCFA017";;"Curage lymphonodal du hile du poumon et du médiastin, au cours d'une intervention pleuropulmonaire";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.06";;"Gestes complémentaires sur l'appareil respiratoire";;;;;;;
;;;;;;;;;
;;;;;;;;;
"18.02.06.01";;"Gestes complémentaires au cours d'exploration fonctionnelle respiratoire";;;;;;;
;;;;;;;;;
"GERD001";;"Épreuve pharmacodynamique par agent bronchodilatateur, au cours d'une épreuve fonctionnelle respiratoire";1;0;;;;2;"ATM"
"GERD002";;"Épreuve de provocation par agent bronchoconstricteur ou facteur physique, au cours d'une épreuve fonctionnelle respiratoire";1;0;;;;2;"ATM"
;;"Environnement : spécifique";;;;;;;
"GLQD003";;"Mesure des volumes pulmonaires non mobilisables par dilution ou rinçage d'un gaz indicateur, au cours d'une épreuve fonctionnelle respiratoire";1;0;;;;2;"ATM"
"GLQD001";;"Mesure de la capacité de transfert pulmonaire du monoxyde de carbone [TLCO] ou d'un autre gaz en apnée ou en état stable, au cours d'une épreuve fonctionnelle respiratoire";1;0;;;;2;"ATM"
;;;;;;;;;
"18.02.06.02";;"Lambeau intrathoracique au cours d'une intervention intrathoracique";;;;;;;
;;;;;;;;;
"GGBA001";;"Interposition ou apposition de lambeau pleural ou péricardique, au cours d'une intervention intrathoracique";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"LMBA001";;"Interposition ou apposition d'un lambeau de muscle thoracique ou abdominal sur un organe médiastinal, au cours d'une intervention intrathoracique";1;0;;;;1;"ADC"
;;"À l'exclusion de : interposition ou apposition de lambeau diaphragmatique ou intercostal, au cours d'une intervention intrathoracique (LLBA002)";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
"LLBA002";;"Interposition ou apposition de lambeau diaphragmatique ou intercostal, au cours d'une intervention intrathoracique";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"HPBA002";;"Interposition ou apposition de grand omentum [grand épiploon], au cours d'une intervention intrathoracique";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.06.03";;"Autres gestes complémentaires sur l'appareil respiratoire";;;;;;;
;;;;;;;;;
"GEHE001";;"Biopsie trachéale et/ou bronchique, au cours d'une endoscopie diagnostique des voies aériennes";1;0;;;;2;"ADC"
"GELE001";;"Intubation trachéale par fibroscopie ou dispositif laryngé particulier, au cours d'une anesthésie générale";1;0;;;;1;"ADA"
;;"anesthésie";4;0;;;;1;"ADA"
"HEMA010";;"Création d'une fistule œsotrachéale avec pose d'implant phonatoire, au cours d'une pharyngolaryngectomie";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"GLLD005";;"Administration de monoxyde d'azote [NO] inhalé, chez un patient ventilé";1;0;;;;2;"ATM"
;;;;;;;;;
"18.02.07";;"Gestes complémentaires sur l'appareil digestif";;;;;;;
;;;;;;;;;
;;;;;;;;;
"18.02.07.01";;"Radiographie peropératoire de l'appareil digestif";;;;;;;
;;;;;;;;;
"HMQH008";;"Cholangiographie et/ou pancréaticographie [wirsungographie] peropératoire";1;0;;;;1;"ADI"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.07.02";;"Endoscopie peropératoire de l'appareil digestif";;;;;;;
;;;;;;;;;
"HEQE004";;"Endoscopie œso-gastro-duodénale peropératoire";1;0;;;;1;"ATM"
;;"anesthésie";4;0;;;;1;"ADA"
;;"(HZHE001)";;;;;;;
"HGQE004";;"Entéroscopie jéjunale et/ou iléale peropératoire";1;0;;;;1;"ATM"
;;"anesthésie";4;0;;;;1;"ADA"
;;"(HZHE001)";;;;;;;
"HHQE001";;"Coloscopie peropératoire";1;0;;;;1;"ATM"
;;"anesthésie";4;0;;;;1;"ADA"
;;"(HZHE001)";;;;;;;
"HMQA001";;"Endoscopie peropératoire des voies biliaires, par abord transcystique ou par cholédochotomie";1;0;41,80;;;1;"ATM"
"[A, J, K]";;"Cholédochoscopie peropératoire";;;;;;;
;;"Cholédochofibroscopie peropératoire";;;;;;;
;;"anesthésie";4;0;19,20;;;1;"ADA"
;;"(HZHE001)";;;;;;;
;;;;;;;;;
"18.02.07.03";;"Prélèvement au cours d'une endoscopie du tube digestif";;;;;;;
;;;;;;;;;
"HZHE002";;"Biopsie et/ou brossage cytologique de la paroi du tube digestif ou de conduit biliopancréatique, au cours d'une endoscopie diagnostique";1;0;;;;1;"ADC"
"HZHE005";;"Macrobiopsie de la paroi du tube digestif, au cours d'une endoscopie diagnostique";1;0;;;;1;"ADC"
"HZHE004";;"Coloration et/ou tatouage de la paroi du tube digestif, au cours d'une endoscopie diagnostique";1;0;;;;1;"ATM"
"HZHE001";;"Prélèvement pour analyse biologique, au cours d'une endoscopie diagnostique des voies digestives";1;0;;;;1;"ATM"
;;;;;;;;;
"18.02.07.04";;"Exploration peropératoire de la cavité abdominale";;;;;;;
;;;;;;;;;
"ZCQA002";;"Exploration de la cavité abdominale par phrénotomie, au cours d'une intervention par thoracotomie";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"ZCFA001";;"Exérèse de lésion d'un organe infradiaphragmatique par phrénotomie, au cours de l'exérèse de lésion intrathoracique par thoracotomie";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.07.05";;"Gestes complémentaires sur les dents et les arcades dentaires";;;;;;;
;;;;;;;;;
"HBDD008";;"Contention peropératoire des arcades dentaires par arc vestibulaire continu";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"HBDD007";;"Contention peropératoire des arcades dentaires par moyen autre qu'un arc vestibulaire continu";1;0;;;;1;"ADC"
;;"Pose peropératoire de ligature d'Ivy, de ligature péridentaire, de grille, de collage sur les arcades dentaires";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
"HBDD014";;"Contention peropératoire des arcades dentaires par un arc vestibulaire continu sur l'une, par autre moyen sur l'autre";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"HBMD006";;"Reconstitution coronaire provisoire pour acte endodontique sur dent délabrée";1;0;"Non pris en charge";;;1;"DEN"
;;"À l'exclusion de : pansement provisoire en cours de traitement endodontique";;;;;;;
;;;;;;;;;
"18.02.07.06";;"Gestes complémentaires en prothèse plurale fixée";;;;;;;
;;;;;;;;;
"HBMD082";;"Adjonction d'un élément intermédiaire métallique à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD073";;"Adjonction de 2 éléments intermédiaires métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD084";;"Adjonction de 3 éléments intermédiaires métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD062";;"Adjonction de 4 éléments intermédiaires métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD078";;"Adjonction de 5 éléments intermédiaires métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD086";;"Adjonction de 6 éléments intermédiaires métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD072";;"Adjonction d'un élément intermédiaire céramométallique à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD074";;"Adjonction de 2 éléments intermédiaires céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD070";;"Adjonction de 3 éléments intermédiaires céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD071";;"Adjonction de 4 éléments intermédiaires céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD068";;"Adjonction de 5 éléments intermédiaires céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD080";;"Adjonction de 6 éléments intermédiaires céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD081";;"Adjonction d'un pilier d'ancrage métallique à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD066";;"Adjonction de 2 piliers d'ancrage métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD067";;"Adjonction de 3 piliers d'ancrage métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD065";;"Adjonction de 4 piliers d'ancrage métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD085";;"Adjonction de 5 piliers d'ancrage métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD075";;"Adjonction de 6 piliers d'ancrage métalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD087";;"Adjonction d'un pilier d'ancrage céramométallique à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD063";;"Adjonction de 2 piliers d'ancrage céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD083";;"Adjonction de 3 piliers d'ancrage céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD077";;"Adjonction de 4 piliers d'ancrage céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD064";;"Adjonction de 5 piliers d'ancrage céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
"HBMD069";;"Adjonction de 6 piliers d'ancrage céramométalliques à une prothèse dentaire plurale";1;0;;;;2;"DEN"
;;;;;;;;;
"18.02.07.07";;"Autres gestes complémentaires sur l'appareil digestif";;;;;;;
;;;;;;;;;
"HGCA004";;"Entérostomie ou colostomie cutanée de protection, au cours d'une résection intestinale avec rétablissement de la continuité";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"HGMA003";;"Confection d'un réservoir iléal ou colique, au cours d'une anastomose iléoanale ou coloanale";1;0;149,75;;;1;"ADC"
"[A, J, K]";;"anesthésie";4;0;92,78;;;1;"ADA"
"HPMA001";;"Épiploplastie intraabdominale par libération de la grande courbure gastrique avec pédiculisation sur un pédicule gastroépiploïque, au cours d'une intervention par laparotomie";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"HMJE001";;"Drainage de conduit biliaire ou pancréatique par voie nasale, au cours d'une endoscopie œso-gastro-duodénale";1;0;;;;1;"ATM"
"HMJA001";;"Drainage transpariétal de conduit biliaire [Drainage biliaire externe], au cours d'une intervention intraabdominale";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.08";;"Gestes complémentaires sur l'appareil urinaire et génital";;;;;;;
;;;;;;;;;
"HHFA032";;"Kystectomie ovarienne, par abord vaginal au cours d'une intervention par abord vaginal";1;0;31,35;;;1;"ADC"
"[J, K]";;"Indication : kyste d'allure bénigne ";;;;;;;
;;"anesthésie";4;0;24,00;;;1;"ADA"
;;;;;;;;;
"18.02.09";;"Gestes complémentaires liés à la grossesse et à l'accouchement";;;;;;;
;;;;;;;;;
"JNQD001";;"Monitorage électronique des contractions de l'utérus gravide et/ou du rythme cardiaque du fœtus, par voie utérine";1;0;;;;2;"ACO"
;;"Avec ou sans : monitorage transcutané";;;;;;;
"JQQP900";;"Oxymétrie transcutanée du fœtus sur la présentation [Oxymétrie de pouls fœtal]";1;0;"Non pris en charge";;;2;"ACO"
"JQHB001";;"Prélèvement de sang du fœtus sur la présentation";1;0;;;;1;"ACO"
"JMPA006";;"Épisiotomie";1;0;;;;1;"ACO"
;;"Réalisation et réparation d'épisiotomie";;;;;;;
"JQED001";;"Version du fœtus par manœuvres obstétricales internes";1;0;;;;1;"ACO"
;;"Indication : naissance assistée d’un fœtus dans une grossesse multiple après naissance par voie basse du premier enfant. Il peut permettre l’accouchement par voie basse d’un fœtus unique mort in utero";;;;;;;
;;"Environnement : salle d’opération proche et disponible de façon à pouvoir réaliser une césarienne dans les meilleurs délais";;;;;;;
;;"(ZZLP025)";;;;;;;
"JQED002";;"Réduction d'une dystocie sévère des épaules";1;0;;;;1;"ACO"
;;"Manœuvre de Jacquemier";;;;;;;
;;"(ZZLP025)";;;;;;;
"JQGD009";;"Extraction instrumentale au détroit moyen sur présentation céphalique";1;0;;;;1;"ACO"
;;"Application de forceps, spatules, ventouses obstétricales au détroit moyen";;;;;;;
;;"Environnement : salle d’opération proche et disponible de façon à pouvoir réaliser une césarienne dans les meilleurs délais";;;;;;;
;;"(ZZLP025)";;;;;;;
"JQGD006";;"Extraction instrumentale au détroit inférieur sur présentation céphalique";1;0;;;;1;"ACO"
;;"Application de forceps, spatules, ventouses obstétricales au détroit inférieur";;;;;;;
;;"(ZZLP025)";;;;;;;
"JQGD011";;"Extraction instrumentale sur tête dernière, au cours d'un accouchement par le siège";1;0;;;;1;"ACO"
;;"(ZZLP025)";;;;;;;
"JPGD001";;"Extraction manuelle du placenta complet";1;0;;;;1;"ACO"
;;"Délivrance artificielle avec révision utérine";;;;;;;
;;"(ZZLP025)";;;;;;;
"JNMD002";;"Révision de la cavité de l'utérus après délivrance naturelle";1;0;;;;1;"ACO"
;;"(ZZLP025)";;;;;;;
;;;;;;;;;
"18.02.10";;"Gestes complémentaires sur les glandes endocrines";;;;;;;
;;"Ce souschapitre est vide dans cette version de la CCAM.";;;;;;;
;;;;;;;;;
;;;;;;;;;
"18.02.11";;"Gestes complémentaires sur l'appareil ostéoarticulaire et musculaire de la tête";;;;;;;
;;;;;;;;;
"LBLP001";;"Pose d'un guide positionnel, au cours d'une ostéotomie de la mâchoire";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.12";;"Gestes complémentaires sur l'appareil ostéoarticulaire et musculaire du cou et du tronc";;;;;;;
;;;;;;;;;
"LGDA001";;"Fixation sacrale ou sacro-iliaque par abord postérieur, au cours d'une arthrodèse lombale sur 6 vertèbres ou plus";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"LHDA003";;"Ligamentoplastie interépineuse de la colonne vertébrale, par abord postérieur";1;0;;;;1;"ADC"
;;"Indication : hernie discale récidivante";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.13";;"Gestes complémentaires sur l'appareil ostéoarticulaire et musculaire du membre supérieur";;;;;;;
;;"Ce souschapitre est vide dans cette version de la CCAM.";;;;;;;
;;;;;;;;;
;;;;;;;;;
"18.02.14";;"Gestes complémentaires sur l'appareil ostéoarticulaire et musculaire du membre inférieur";;;;;;;
;;"Ce souschapitre est vide dans cette version de la CCAM.";;;;;;;
;;;;;;;;;
;;;;;;;;;
"18.02.15";;"Gestes complémentaires sur l'appareil ostéoarticulaire et musculaire, sans précision topographique";;;;;;;
;;;;;;;;;
"LAFA008";;"Prélèvement d'autogreffe osseuse par dédoublement de la voûte du crâne";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"PAFA010";;"Prélèvement d'autogreffe osseuse corticale ou corticospongieuse, ou d'autogreffe périostée à distance du foyer opératoire, sur un site sans changement de position";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"PAFA004";;"Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur un site avec changement de position";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"PAFA003";;"Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur plusieurs sites sans changement de position";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"PAFA009";;"Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur plusieurs sites avec changement de position";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.16";;"Gestes complémentaires sur le système tégumentaire";;;;;;;
;;;;;;;;;
"QAFA001";;"Prélèvement d'autogreffe cutanée sur le cuir chevelu, pour brûlure";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
"18.02.17";;"Autres gestes complémentaires";;;;;;;
;;;;;;;;;
;;;;;;;;;
"18.02.17.01";;"Autres gestes complémentaires diagnostiques";;;;;;;
;;;;;;;;;
"ZZQA002";;"Échographie peropératoire";1;0;28,35;;;1;"ADE"
"[A]";;"À l'exclusion de : échographie intraartérielle
coronaire, au cours d'une intervention par voie vasculaire transcutanée (DDQJ001)
aortique ou rénale, au cours d'une intervention par voie vasculaire transcutanée (EDQJ900)";;;;;;;
;;"anesthésie";4;0;24,00;;;1;"ADA"
"ZZQA003";;"Échographie-doppler peropératoire";1;0;;;;1;"ADE"
;;"À l'exclusion de : échographie-doppler peropératoire du cœur et des vaisseaux intrathoraciques (cf 18.01.04.01)";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
"ZZQM005";;"Étude de la vascularisation du parenchyme d'un organe au cours d'une échographie";1;0;;;;2;"ADE"
"ZZQL010";;"Détection peropératoire de lésion après injection de produit radio-isotopique";1;0;44,22;;;1;"ADI"
"[A, G]";;"Recherche peropératoire de ganglion sentinelle";;;;;;;
;;"anesthésie";4;0;48,00;;;1;"ADA"
"ZZQL007";;"Tomoscintigraphie complémentaire d'une image planaire";1;0;132,64;;;2;"ADI"
"[G]";;;;;;;;;
"ZZQL019";;"Images planaires scintigraphiques tardives sans réinjection, complémentaires d'un examen standard";1;0;88,43;;;2;"ADI"
"[G]";;;;;;;;;
"ZZQL018";;"Images tomoscintigraphiques tardives sans réinjection, complémentaires d'un examen standard";1;0;132,64;;;2;"ADI"
"[G]";;;;;;;;;
"ZZQL017";;"Quantification complexe d'une étude scintigraphique en dehors de l'examen de la glande thyroïde ou de la scintigraphie rénale corticale";1;0;26,53;;;2;"ADI"
"[G]";;;;;;;;;
"ZZQL900";;"Mise en œuvre d'une correction d'atténuation par transmission tomoscintigraphique";1;0;"Non pris en charge";;;2;"ADI"
"ZZQP004";;"Restitution tridimensionnelle des images acquises par scanographie";1;0;;;;2;"ADI"
"ZZQN002";;"Restitution tridimensionnelle des images acquises par remnographie [IRM]";1;0;;;;2;"ADI"
"ZZHA001";;"Prélèvement peropératoire pour examen cytologique et/ou anatomopathologique extemporané";1;0;;;;1;"ADC"
;;"anesthésie";4;0;;;;1;"ADA"
"ZZQL021";;"Fusion numérique multimodale des images acquises par techniques d'imagerie en coupes ou imagerie fonctionnelle";1;0;;;;2;"ADI"
;;;;;;;;;
"18.02.17.02";;"Autres gestes complémentaires thérapeutiques";;;;;;;
;;;;;;;;;
"ZZMP015";;"Confection d'un système de contention personnalisé [individualisé] pour radiothérapie externe";1;0;50,10;;;1;"ATM"
;" ";"Facturation : par chaque préparation justifiant leur utilisation";" ";" ";;;;;
"ZZML001";;"Contrôle du centrage des champs d'irradiation externe [Contrôle balistique] par imagerie portale";1;0;;;;1;"ATM"
"ZZML003";;"Contrôle du centrage des champs d'irradiation externe [Contrôle balistique] au cours d'une irradiation externe guidée par imagerie [IGRT]";1;0;;;;1;"ATM"
"ZZML002";;"Contrôle de la dose d'irradiation externe reçue [Dosimétrie in vivo]";1;0;33,40;;;1;"ATM"
;;"Facturation : lors de la première séance ainsi qu'à chaque modification de traitement";" ";" ";;;;;
"ZZMP017";;"Enregistrement numérisé et vérification des paramètres d'un traitement par irradiation externe [Système record and verify]";1;0;50,10;;;1;"ATM"
;" ";"Facturation : une seule fois par traitement";" ";" ";;;;;
"ZZMP004";;"Fabrication d'un applicateur personnalisé pour curiethérapie";1;0;;;;2;"ATM"
"ZZMP003";;"Fabrication de protection plombée personnalisée pour curiethérapie";1;0;;;;2;"ATM"
"ZZNA002";;"Irradiation externe peropératoire en dose unique";1;0;;;;1;"ATM"
;;"Indication : récidive pelvienne du cancer du rectum, tumeur pelvienne primitive, tumeur rétropéritéonéale";;;;;;;
;;"anesthésie";4;0;;;;1;"ADA"
;;;;;;;;;
19;;"ADAPTATIONS POUR LA CCAM TRANSITOIRE";;;;;;;
;;;;;;;;;
;;;;;;;;;
"19.01";;"FORFAITS ET ACTES TRANSITOIRES";;;;;;;
;;;;;;;;;
;;;;;;;;;
"19.01.01";;"Surveillance post opératoire";;;;;;;
;;;;;;;;;
"YYYY108";;"Surveillance post opératoire d'un patient de chirurgie cardiaque avec CEC, niveau 1";1;0;480,00;;;1;"ATM"
"[F]";;"Réanimation, comprend tous les actes de surveillance et de réanimation, notamment la surveillance continue des fonctions vitales, la mesure des gaz du sang et les tracés d'électrocardiographie nécessités par l'état du malade";;;;;;;
;;"Facturation : pour l'équipe ; du jour de l'intervention [J0] à J3 inclus";;;;;;;
"YYYY118";;"Surveillance post opératoire d'un patient de chirurgie cardiaque avec CEC, niveau 2";1;0;96,00;;;1;"ATM"
"[F]";;"Réanimation, comprend tous les actes de surveillance et de réanimation, notamment la surveillance continue des fonctions vitales, la mesure des gaz du sang et les tracés d'électrocardiographie nécessités par l'état du malade pour un patient présentant une ou plusieurs défaillances vitales prolongées";;;;;;;
;;"Facturation : pour l'équipe ; à compter de J4 ; 10 jours au plus peuvent être facturés";;;;;;;
"YYYY044";;"Assistance anesthésique au cours du travail, sur appel de l'obstétricien";1;0;19,20;;;2;"ADA"
"[F, P, S, U]";;"Facturation : ne peut pas être facturé avec des libellés des chapitres 1 à 19";;;;;;;
;;;;;;;;;
"19.01.02";;"Cardiologie";;;;;;;
;;;;;;;;;
"YYYY001";;"Forfait de cardiologie niveau 1";1;0;26,88;;;1;"ATM"
"[F]";;"Surveillance monitorée continue et traitement d'un ou 2 malades au maximum hospitalisés sous la responsabilité d'un médecin avec surveillance du tracé électrocardiographique, sur oscilloscope et du cardiofréquencemètre y compris éventuellement les actes habituels d'électrocardiographie et de réanimation et les prises continues ou intermittentes de pression avec ou sans enregistrement et ce quelle que soit la technique.";;;;;;;
;;"Facturation : par patient, par 24 h, par médecin ; 7 jours au plus peuvent être facturés.";;;;;;;
;;"Facturation éventuellement en supplément :
- choc électrique externe quel qu'en soit le nombre,
- pose ou changement de cathéter endocavitaire pour stimulation électrosystolique,
- pose de cathéter endocavitaire pour prise de pression dans les cavités droites";;;;;;;
"YYYY002";;"Forfait de cardiologie niveau 2";1;0;57,60;;;1;"ATM"
"[F]";;"Surveillance monitorée continue et traitement des malades hospitalisés au sein d'un centre de réanimation cardiaque par plusieurs médecins spécialistes dont l'un au moins présent de façon constante pour un max de 10 malades, par équipe, avec surveillance du tracé électrocardiographique, sur oscilloscope et du cardiofréquencemètre y compris éventuellement les actes habituels d'électrocardiographie et de réanimation et les prises continues ou intermittentes de pression avec ou sans enregistrement et ce quelle que soit la technique";;;;;;;
;;"Facturation : par patient, par équipe, par 24 h";;;;;;;
;;"Facturation éventuellement en supplément :
- choc électrique externe quel qu'en soit le nombre,
- pose ou changement de cathéter endocavitaire pour stimulation électrosystolique,
- pose de cathéter endocavitaire pour prise de pression dans les cavités droites";;;;;;;
;;;;;;;;;
"19.01.03";;"Chirurgie";;;;;;;
;;;;;;;;;
